booking_id,passenger_id,flight_id,booking_date,status,booking_group,route,airline,duration_minutes,duration_category,departure_period,days_before_flight,booking_lead_category,amount,payment_missing
B1360,P1444,AI105,2025-06-15 11:37:36.951,,,CCU - DEL,Air India,107.0,Short,Evening,308.0,Long Term,,True
B1361,P1757,AI110,2025-08-24 11:37:36.951,PENDING,Active,BOM - CCU,Air India,293.0,Long,Afternoon,238.0,Long Term,5339.72,False
B1362,P1808,AI252,2025-10-22 11:37:36.951,CONFIRMED,Active,HYD - DEL,Air India,264.0,Long,Afternoon,179.0,Long Term,,True
B1363,P1171,AI149,2025-12-14 11:37:36.951,CANCELLED,Cancelled,BOM - HYD,Air India,197.0,Medium,Afternoon,126.0,Long Term,8554.62,False
B1364,P1575,AI224,2025-09-09 11:37:36.951,PENDING,Active,DEL - HYD,Air India,285.0,Long,Afternoon,222.0,Long Term,14123.66,False
B1365,P1030,UK158,2025-07-03 11:37:36.951,CANCELLED,Cancelled,BOM - MAA,Vistara,33.0,Short,Evening,290.0,Long Term,,True
B1366,P1046,6F125,2025-05-05 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,IndiGo,244.0,Long,Afternoon,349.0,Long Term,,True
B1367,P1129,UK164,2025-12-14 11:37:36.951,CONFIRMED,Active,BOM - HYD,Vistara,264.0,Long,Afternoon,126.0,Long Term,2379.52,False
B1368,P1351,UK007,2025-12-26 11:37:36.951,CANCELLED,Cancelled,DEL - HYD,Vistara,134.0,Medium,Afternoon,114.0,Long Term,21921.94,False
B1369,P1977,6F118,2026-03-18 11:37:36.951,PENDING,Active,CCU - HYD,IndiGo,69.0,Short,Evening,32.0,Medium Term,18103.68,False
B1370,P1844,SJ004,2026-01-01 11:37:36.951,CANCELLED,Cancelled,MAA - DEL,SpiceJet,189.0,Medium,Afternoon,108.0,Long Term,16512.64,False
B1371,P1621,6F206,2025-09-25 11:37:36.951,CANCELLED,Cancelled,DEL - BOM,IndiGo,260.0,Long,Afternoon,206.0,Long Term,,True
B1372,P1580,SJ130,2025-05-11 11:37:36.951,CANCELLED,Cancelled,BOM - DEL,SpiceJet,240.0,Medium,Afternoon,343.0,Long Term,10597.220000000001,False
B1373,P1057,SJ070,2026-02-14 11:37:36.951,CANCELLED,Cancelled,MAA - CCU,SpiceJet,113.0,Short,Afternoon,64.0,Medium Term,6540.32,False
B1374,P1105,AI085,2025-04-24 11:37:36.951,CANCELLED,Cancelled,DEL - HYD,Air India,288.0,Long,Afternoon,360.0,Long Term,,True
B1375,P1811,SJ109,2025-09-02 11:37:36.951,CONFIRMED,Active,BOM - DEL,SpiceJet,184.0,Medium,Afternoon,229.0,Long Term,19214.79,False
B1376,P1329,AI168,2025-08-24 11:37:36.951,PENDING,Active,DEL - CCU,Air India,270.0,Long,Afternoon,238.0,Long Term,19918.21,False
B1377,P1767,UK123,2025-10-24 11:37:36.951,CONFIRMED,Active,BOM - DEL,Vistara,174.0,Medium,Afternoon,177.0,Long Term,,True
B1378,P1823,UK110,2026-01-16 11:37:36.951,PENDING,Active,HYD - DEL,Vistara,287.0,Long,Afternoon,93.0,Long Term,14416.01,False
B1379,P1682,AI206,2025-11-02 11:37:36.951,PENDING,Active,CCU - MAA,Air India,211.0,Medium,Afternoon,168.0,Long Term,,True
B1380,P1382,6F007,2026-04-16 11:37:36.951,PENDING,Active,HYD - MAA,IndiGo,59.0,Short,Afternoon,3.0,Last Minute,14705.02,False
B1381,P1984,SJ013,2025-11-11 11:37:36.951,PENDING,Active,DEL - MAA,SpiceJet,269.0,Long,Afternoon,159.0,Long Term,7452.89,False
B1382,P1161,UK061,2025-09-19 11:37:36.951,PENDING,Active,BLR - BOM,Vistara,110.0,Short,Afternoon,212.0,Long Term,14862.46,False
B1383,P1996,AI010,2025-09-24 11:37:36.951,CANCELLED,Cancelled,BOM - HYD,Air India,288.0,Long,Afternoon,207.0,Long Term,,True
B1384,P1285,AI024,2025-05-16 11:37:36.951,CONFIRMED,Active,MAA - BOM,Air India,67.0,Short,Afternoon,338.0,Long Term,5107.55,False
B1385,P1070,UK130,2025-06-08 11:37:36.951,CONFIRMED,Active,MAA - BLR,Vistara,247.0,Long,Afternoon,315.0,Long Term,,True
B1386,P1766,AI161,2026-03-12 11:37:36.951,CANCELLED,Cancelled,CCU - BOM,Air India,180.0,Medium,Afternoon,38.0,Medium Term,,True
B1387,P1453,SJ208,2025-07-23 11:37:36.951,PENDING,Active,DEL - HYD,SpiceJet,61.0,Short,Afternoon,270.0,Long Term,,True
B1388,P1885,6F038,2025-09-23 11:37:36.951,,,HYD - MAA,IndiGo,237.0,Medium,Afternoon,208.0,Long Term,22550.010000000002,False
B1389,P1566,6F085,2026-02-22 11:37:36.951,,,HYD - MAA,IndiGo,120.0,Short,Afternoon,56.0,Medium Term,,True
B1390,P1834,SJ028,2026-03-09 11:37:36.951,CANCELLED,Cancelled,CCU - BOM,SpiceJet,268.0,Long,Afternoon,41.0,Medium Term,,True
B1391,P1396,SJ084,2025-11-26 11:37:36.951,CONFIRMED,Active,HYD - MAA,SpiceJet,59.0,Short,Afternoon,144.0,Long Term,35468.95,False
B1392,P1514,AI139,2026-03-27 11:37:36.951,CONFIRMED,Active,HYD - MAA,Air India,61.0,Short,Afternoon,23.0,Short Term,,True
B1393,P1025,UK179,2026-04-06 11:37:36.951,PENDING,Active,DEL - HYD,Vistara,290.0,Long,Afternoon,13.0,Short Term,5252.26,False
B1394,P1312,6F256,2025-07-23 11:37:36.951,PENDING,Active,BOM - CCU,IndiGo,33.0,Short,Afternoon,270.0,Long Term,,True
B1395,P1125,UK023,2026-02-10 11:37:36.951,,,DEL - MAA,Vistara,288.0,Long,Afternoon,68.0,Medium Term,10317.13,False
B1396,P1407,AI039,2025-08-03 11:37:36.951,,,MAA - BLR,Air India,212.0,Medium,Afternoon,259.0,Long Term,16199.130000000001,False
B1397,P1564,UK190,2026-02-05 11:37:36.951,CANCELLED,Cancelled,DEL - BLR,Vistara,184.0,Medium,Afternoon,73.0,Medium Term,3065.33,False
B1398,P1197,6F224,2026-02-04 11:37:36.951,PENDING,Active,DEL - MAA,IndiGo,119.0,Short,Afternoon,74.0,Medium Term,7148.95,False
B1399,P1810,UK221,2025-05-31 11:37:36.951,PENDING,Active,CCU - DEL,Vistara,266.0,Long,Afternoon,323.0,Long Term,,True
B1400,P1187,SJ107,2026-04-02 11:37:36.951,CANCELLED,Cancelled,BOM - MAA,SpiceJet,268.0,Long,Afternoon,17.0,Short Term,3063.78,False
B1401,P1697,UK155,2025-04-20 11:37:36.951,,,MAA - HYD,Vistara,243.0,Long,Afternoon,364.0,Long Term,20849.53,False
B1402,P1816,UK183,2026-03-21 11:37:36.951,CANCELLED,Cancelled,BLR - CCU,Vistara,83.0,Short,Afternoon,29.0,Short Term,16058.67,False
B1403,P1809,SJ203,2025-05-08 11:37:36.951,PENDING,Active,DEL - HYD,SpiceJet,125.0,Medium,Afternoon,346.0,Long Term,,True
B1404,P1715,6F253,2026-03-07 11:37:36.951,,,MAA - BLR,IndiGo,118.0,Short,Afternoon,43.0,Medium Term,7473.06,False
B1405,P1483,AI100,2025-08-26 11:37:36.951,PENDING,Active,CCU - BOM,Air India,220.0,Medium,Afternoon,236.0,Long Term,,True
B1406,P1449,6F140,2025-06-24 11:37:36.951,CONFIRMED,Active,CCU - HYD,IndiGo,111.0,Short,Afternoon,299.0,Long Term,21722.62,False
B1407,P1522,UK048,2025-08-26 11:37:36.951,CONFIRMED,Active,MAA - DEL,Vistara,285.0,Long,Afternoon,236.0,Long Term,,True
B1408,P1870,SJ204,2025-07-29 11:37:36.951,CONFIRMED,Active,CCU - DEL,SpiceJet,101.0,Short,Afternoon,264.0,Long Term,7805.42,False
B1409,P1353,UK105,2026-03-24 11:37:36.951,CONFIRMED,Active,CCU - HYD,Vistara,67.0,Short,Afternoon,26.0,Short Term,1095.0,False
B1410,P1985,AI098,2026-04-13 11:37:36.951,CONFIRMED,Active,HYD - MAA,Air India,130.0,Medium,Afternoon,6.0,Last Minute,,True
B1411,P1657,6F013,2025-10-12 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,IndiGo,290.0,Long,Afternoon,189.0,Long Term,13409.029999999999,False
B1412,P1596,6F128,2025-11-18 11:37:36.951,CANCELLED,Cancelled,HYD - DEL,IndiGo,67.0,Short,Afternoon,152.0,Long Term,10616.41,False
B1413,P1099,SJ038,2025-10-05 11:37:36.951,,,BLR - DEL,SpiceJet,169.0,Medium,Afternoon,196.0,Long Term,,True
B1414,P1615,SJ182,2026-01-07 11:37:36.951,CONFIRMED,Active,CCU - BOM,SpiceJet,48.0,Short,Afternoon,102.0,Long Term,6182.07,False
B1415,P1947,6F199,2026-03-22 11:37:36.951,PENDING,Active,DEL - MAA,IndiGo,137.0,Medium,Afternoon,28.0,Short Term,,True
B1416,P1557,SJ187,2025-08-17 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,SpiceJet,203.0,Medium,Afternoon,245.0,Long Term,,True
B1417,P1555,AI182,2025-08-18 11:37:36.951,PENDING,Active,HYD - DEL,Air India,273.0,Long,Morning,244.0,Long Term,7252.05,False
B1418,P1277,SJ027,2025-05-04 11:37:36.951,PENDING,Active,BOM - MAA,SpiceJet,263.0,Long,Morning,350.0,Long Term,12326.46,False
B1419,P1692,SJ062,2026-01-20 11:37:36.951,CONFIRMED,Active,BLR - HYD,SpiceJet,209.0,Medium,Afternoon,89.0,Medium Term,4937.75,False
B1420,P1698,SJ161,2026-02-24 11:37:36.951,CONFIRMED,Active,MAA - BLR,SpiceJet,42.0,Short,Afternoon,54.0,Medium Term,7161.79,False
B1421,P1989,UK058,2025-10-03 11:37:36.951,,,MAA - BOM,Vistara,198.0,Medium,Afternoon,198.0,Long Term,,True
B1422,P1625,AI181,2026-01-04 11:37:36.951,CANCELLED,Cancelled,MAA - HYD,Air India,206.0,Medium,Afternoon,105.0,Long Term,4826.6,False
B1423,P1490,AI003,2025-06-12 11:37:36.951,CONFIRMED,Active,BLR - HYD,Air India,208.0,Medium,Afternoon,311.0,Long Term,,True
B1424,P1254,6F150,2025-11-05 11:37:36.951,CANCELLED,Cancelled,HYD - MAA,IndiGo,238.0,Medium,Morning,165.0,Long Term,,True
B1425,P1380,SJ175,2025-06-28 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,SpiceJet,244.0,Long,Morning,295.0,Long Term,,True
B1426,P1891,6F041,2025-12-15 11:37:36.951,CANCELLED,Cancelled,MAA - BOM,IndiGo,209.0,Medium,Afternoon,125.0,Long Term,,True
B1427,P1541,SJ040,2026-04-15 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,SpiceJet,212.0,Medium,Afternoon,4.0,Last Minute,,True
B1428,P1263,6F020,2025-06-17 11:37:36.951,CONFIRMED,Active,BOM - HYD,IndiGo,105.0,Short,Afternoon,306.0,Long Term,,True
B1429,P1609,AI248,2025-05-08 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,Air India,78.0,Short,Afternoon,346.0,Long Term,16937.88,False
B1430,P1824,SJ016,2026-02-08 11:37:36.951,CONFIRMED,Active,HYD - CCU,SpiceJet,205.0,Medium,Afternoon,70.0,Medium Term,,True
B1431,P1878,UK204,2025-11-21 11:37:36.951,CONFIRMED,Active,BLR - DEL,Vistara,98.0,Short,Afternoon,149.0,Long Term,22261.949999999997,False
B1432,P1328,6F211,2025-09-02 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,IndiGo,291.0,Long,Morning,229.0,Long Term,,True
B1433,P1114,SJ166,2025-05-07 11:37:36.951,CONFIRMED,Active,CCU - HYD,SpiceJet,207.0,Medium,Morning,347.0,Long Term,15968.93,False
B1434,P1275,AI036,2025-10-19 11:37:36.951,PENDING,Active,BOM - CCU,Air India,91.0,Short,Afternoon,182.0,Long Term,5989.29,False
B1435,P1487,SJ215,2025-09-18 11:37:36.951,CONFIRMED,Active,CCU - DEL,SpiceJet,95.0,Short,Afternoon,213.0,Long Term,8589.93,False
B1436,P1280,AI076,2026-01-05 11:37:36.951,CONFIRMED,Active,BLR - BOM,Air India,35.0,Short,Afternoon,104.0,Long Term,,True
B1437,P1274,SJ012,2025-11-28 11:37:36.951,CANCELLED,Cancelled,HYD - BLR,SpiceJet,71.0,Short,Afternoon,142.0,Long Term,,True
B1438,P1772,AI073,2026-04-01 11:37:36.951,,,BOM - BLR,Air India,122.0,Medium,Afternoon,18.0,Short Term,7670.85,False
B1439,P1842,SJ173,2025-11-09 11:37:36.951,CONFIRMED,Active,CCU - HYD,SpiceJet,102.0,Short,Afternoon,161.0,Long Term,7292.76,False
B1440,P1718,AI193,2026-03-09 11:37:36.951,CANCELLED,Cancelled,MAA - HYD,Air India,274.0,Long,Morning,41.0,Medium Term,,True
B1441,P1895,SJ131,2025-09-22 11:37:36.951,,,MAA - HYD,SpiceJet,67.0,Short,Afternoon,209.0,Long Term,,True
B1442,P1327,AI225,2025-06-02 11:37:36.951,PENDING,Active,BOM - BLR,Air India,56.0,Short,Afternoon,321.0,Long Term,11779.89,False
B1443,P1210,AI190,2025-10-09 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,Air India,198.0,Medium,Morning,192.0,Long Term,,True
B1444,P1726,SJ238,2025-12-25 11:37:36.951,CONFIRMED,Active,MAA - BLR,SpiceJet,238.0,Medium,Morning,115.0,Long Term,,True
B1445,P1922,6F005,2025-12-21 11:37:36.951,PENDING,Active,BOM - MAA,IndiGo,263.0,Long,Morning,119.0,Long Term,9862.4,False
B1446,P1551,UK136,2025-09-25 11:37:36.951,PENDING,Active,HYD - CCU,Vistara,223.0,Medium,Morning,206.0,Long Term,7709.959999999999,False
B1447,P1991,SJ063,2025-05-21 11:37:36.951,CONFIRMED,Active,MAA - BOM,SpiceJet,105.0,Short,Afternoon,333.0,Long Term,18438.66,False
B1448,P1025,6F175,2025-11-21 11:37:36.951,CANCELLED,Cancelled,MAA - CCU,IndiGo,115.0,Short,Afternoon,149.0,Long Term,,True
B1449,P1026,AI037,2025-05-23 11:37:36.951,PENDING,Active,BOM - BLR,Air India,239.0,Medium,Morning,331.0,Long Term,,True
B1450,P1701,UK225,2025-11-11 11:37:36.951,CONFIRMED,Active,MAA - BLR,Vistara,136.0,Medium,Morning,159.0,Long Term,,True
B1451,P1082,AI141,2025-05-20 11:37:36.951,CONFIRMED,Active,BLR - DEL,Air India,277.0,Long,Morning,334.0,Long Term,10311.86,False
B1452,P1895,6F172,2026-01-26 11:37:36.951,PENDING,Active,BOM - BLR,IndiGo,293.0,Long,Morning,83.0,Medium Term,,True
B1453,P1945,6F219,2026-02-07 11:37:36.951,CANCELLED,Cancelled,MAA - DEL,IndiGo,245.0,Long,Morning,71.0,Medium Term,5268.18,False
B1454,P1681,AI045,2025-08-16 11:37:36.951,PENDING,Active,HYD - MAA,Air India,159.0,Medium,Morning,246.0,Long Term,,True
B1455,P1412,AI198,2026-04-12 11:37:36.951,CONFIRMED,Active,CCU - MAA,Air India,203.0,Medium,Morning,7.0,Last Minute,27634.5,False
B1456,P1166,AI120,2025-04-24 11:37:36.951,PENDING,Active,MAA - CCU,Air India,126.0,Medium,Morning,360.0,Long Term,,True
B1457,P1699,6F134,2025-06-11 11:37:36.951,CANCELLED,Cancelled,BLR - MAA,IndiGo,79.0,Short,Morning,312.0,Long Term,5769.17,False
B1458,P1168,UK102,2025-11-19 11:37:36.951,CONFIRMED,Active,HYD - CCU,Vistara,123.0,Medium,Morning,151.0,Long Term,8073.17,False
B1459,P1800,SJ199,2025-06-10 11:37:36.951,CANCELLED,Cancelled,HYD - BOM,SpiceJet,150.0,Medium,Morning,313.0,Long Term,19085.7,False
B1460,P1978,6F235,2025-10-01 11:37:36.951,PENDING,Active,HYD - MAA,IndiGo,165.0,Medium,Morning,200.0,Long Term,,True
B1461,P1228,UK065,2025-10-14 11:37:36.951,PENDING,Active,BOM - CCU,Vistara,248.0,Long,Morning,187.0,Long Term,30261.46,False
B1462,P1978,6F135,2025-12-03 11:37:36.951,CANCELLED,Cancelled,MAA - HYD,IndiGo,46.0,Short,Morning,137.0,Long Term,6497.79,False
B1463,P1608,SJ148,2026-02-10 11:37:36.951,PENDING,Active,DEL - BLR,SpiceJet,230.0,Medium,Morning,68.0,Medium Term,6844.58,False
B1464,P1366,AI083,2026-03-07 11:37:36.951,CANCELLED,Cancelled,DEL - BOM,Air India,43.0,Short,Morning,43.0,Medium Term,4535.96,False
B1465,P1527,UK024,2025-07-02 11:37:36.951,PENDING,Active,MAA - BLR,Vistara,300.0,Long,Morning,291.0,Long Term,,True
B1466,P1790,UK220,2025-04-27 11:37:36.951,CANCELLED,Cancelled,BLR - BOM,Vistara,214.0,Medium,Morning,357.0,Long Term,,True
B1467,P1646,UK115,2025-04-30 11:37:36.951,CANCELLED,Cancelled,BLR - BOM,Vistara,120.0,Short,Morning,354.0,Long Term,13307.54,False
B1468,P1537,AI255,2025-07-16 11:37:36.951,CONFIRMED,Active,MAA - CCU,Air India,267.0,Long,Morning,277.0,Long Term,25336.54,False
B1469,P1863,6F001,2025-12-25 11:37:36.951,CONFIRMED,Active,HYD - BOM,IndiGo,95.0,Short,Morning,115.0,Long Term,,True
B1470,P1523,6F132,2025-05-27 11:37:36.951,CANCELLED,Cancelled,MAA - BOM,IndiGo,60.0,Short,Morning,327.0,Long Term,,True
B1471,P1071,UK184,2026-03-28 11:37:36.951,PENDING,Active,MAA - HYD,Vistara,131.0,Medium,Morning,22.0,Short Term,,True
B1472,P1644,6F098,2025-06-06 11:37:36.951,PENDING,Active,BLR - MAA,IndiGo,151.0,Medium,Morning,317.0,Long Term,,True
B1473,P1105,SJ168,2025-07-19 11:37:36.951,PENDING,Active,CCU - BOM,SpiceJet,252.0,Long,Morning,274.0,Long Term,,True
B1474,P1731,SJ178,2025-07-28 11:37:36.951,CANCELLED,Cancelled,BOM - HYD,SpiceJet,149.0,Medium,Morning,265.0,Long Term,32760.32,False
B1475,P1884,UK111,2026-03-07 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,Vistara,74.0,Short,Morning,43.0,Medium Term,21399.98,False
B1476,P1964,SJ051,2026-02-27 11:37:36.951,CANCELLED,Cancelled,BOM - BLR,SpiceJet,218.0,Medium,Morning,51.0,Medium Term,,True
B1477,P1688,SJ193,2025-07-06 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,SpiceJet,159.0,Medium,Morning,287.0,Long Term,17403.75,False
B1478,P1281,SJ039,2026-02-24 11:37:36.951,CONFIRMED,Active,MAA - BOM,SpiceJet,207.0,Medium,Morning,54.0,Medium Term,2928.68,False
B1479,P1132,UK066,2025-12-17 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,Vistara,98.0,Short,Morning,123.0,Long Term,16478.5,False
B1480,P1533,SJ050,2026-03-14 11:37:36.951,PENDING,Active,HYD - CCU,SpiceJet,39.0,Short,Morning,36.0,Medium Term,3112.82,False
B1481,P1974,6F052,2025-06-11 11:37:36.951,CONFIRMED,Active,BOM - CCU,IndiGo,169.0,Medium,Morning,312.0,Long Term,,True
B1482,P1268,SJ170,2025-08-29 11:37:36.951,PENDING,Active,BLR - BOM,SpiceJet,105.0,Short,Morning,233.0,Long Term,17749.28,False
B1483,P1411,SJ119,2025-06-09 11:37:36.951,,,BOM - CCU,SpiceJet,156.0,Medium,Morning,314.0,Long Term,10562.26,False
B1484,P1672,AI219,2025-05-07 11:37:36.951,CONFIRMED,Active,BLR - DEL,Air India,119.0,Short,Morning,347.0,Long Term,,True
B1485,P1618,6F220,2025-07-05 11:37:36.951,CANCELLED,Cancelled,HYD - BOM,IndiGo,58.0,Short,Morning,288.0,Long Term,,True
B1486,P1790,AI207,2025-05-04 11:37:36.951,CONFIRMED,Active,BOM - MAA,Air India,179.0,Medium,Morning,350.0,Long Term,20297.600000000002,False
B1487,P1864,6F024,2026-01-26 11:37:36.951,PENDING,Active,BOM - DEL,IndiGo,226.0,Medium,Morning,83.0,Medium Term,,True
B1488,P1746,SJ073,2025-05-04 11:37:36.951,CANCELLED,Cancelled,CCU - BLR,SpiceJet,108.0,Short,Morning,350.0,Long Term,22623.03,False
B1489,P1017,SJ201,2025-07-08 11:37:36.951,CANCELLED,Cancelled,BLR - DEL,SpiceJet,122.0,Medium,Morning,285.0,Long Term,,True
B1490,P1753,AI180,2026-03-10 11:37:36.951,CONFIRMED,Active,BOM - CCU,Air India,41.0,Short,Morning,40.0,Medium Term,1217.88,False
B1491,P1116,UK022,2025-07-16 11:37:36.951,CONFIRMED,Active,DEL - HYD,Vistara,277.0,Long,Night,277.0,Long Term,6534.99,False
B1492,P1797,AI202,2026-03-27 11:37:36.951,CANCELLED,Cancelled,HYD - BLR,Air India,129.0,Medium,Morning,23.0,Short Term,,True
B1493,P1793,6F212,2025-06-01 11:37:36.952,CONFIRMED,Active,BLR - CCU,IndiGo,282.0,Long,Night,322.0,Long Term,,True
B1494,P1143,6F163,2025-06-09 11:37:36.952,CANCELLED,Cancelled,MAA - BOM,IndiGo,237.0,Medium,Night,314.0,Long Term,,True
B1495,P1716,UK028,2025-10-15 11:37:36.952,CONFIRMED,Active,HYD - MAA,Vistara,95.0,Short,Morning,186.0,Long Term,17491.120000000003,False
B1496,P1550,6F243,2026-03-21 11:37:36.952,PENDING,Active,BOM - HYD,IndiGo,56.0,Short,Morning,29.0,Short Term,2901.65,False
B1497,P1928,AI165,2025-09-02 11:37:36.952,CONFIRMED,Active,DEL - CCU,Air India,100.0,Short,Morning,229.0,Long Term,,True
B1498,P1665,UK099,2025-07-18 11:37:36.952,PENDING,Active,BOM - MAA,Vistara,248.0,Long,Night,275.0,Long Term,,True
B1499,P1687,AI033,2025-06-17 11:37:36.952,,,MAA - CCU,Air India,296.0,Long,Night,306.0,Long Term,,True
B1500,P1960,UK056,2025-04-30 11:37:36.952,CONFIRMED,Active,HYD - MAA,Vistara,46.0,Short,Morning,354.0,Long Term,1303.07,False
B1501,P1752,SJ122,2025-09-04 11:37:36.952,CANCELLED,Cancelled,CCU - BOM,SpiceJet,287.0,Long,Night,227.0,Long Term,27890.44,False
B1502,P1421,AI086,2025-10-15 11:37:36.952,CONFIRMED,Active,CCU - HYD,Air India,176.0,Medium,Morning,186.0,Long Term,17966.760000000002,False
B1503,P1897,SJ011,2025-10-17 11:37:36.952,CONFIRMED,Active,BOM - MAA,SpiceJet,285.0,Long,Night,184.0,Long Term,,True
B1504,P1368,SJ021,2025-04-21 11:37:36.952,PENDING,Active,HYD - BLR,SpiceJet,238.0,Medium,Night,363.0,Long Term,32259.760000000002,False
B1505,P1645,SJ106,2025-11-29 11:37:36.952,CONFIRMED,Active,CCU - DEL,SpiceJet,144.0,Medium,Morning,141.0,Long Term,7472.98,False
B1506,P1557,SJ026,2026-01-29 11:37:36.952,CANCELLED,Cancelled,CCU - MAA,SpiceJet,258.0,Long,Night,80.0,Medium Term,,True
B1507,P1049,SJ245,2025-11-27 11:37:36.952,PENDING,Active,BOM - DEL,SpiceJet,212.0,Medium,Night,143.0,Long Term,4865.21,False
B1508,P1677,AI023,2025-07-31 11:37:36.952,,,HYD - BLR,Air India,205.0,Medium,Night,262.0,Long Term,14679.26,False
B1509,P1105,AI032,2025-09-25 11:37:36.952,CANCELLED,Cancelled,MAA - BLR,Air India,120.0,Short,Morning,206.0,Long Term,,True
B1510,P1215,AI236,2025-05-11 11:37:36.952,CANCELLED,Cancelled,DEL - BOM,Air India,259.0,Long,Night,343.0,Long Term,3179.45,False
B1511,P1657,6F094,2025-12-24 11:37:36.952,CANCELLED,Cancelled,BLR - BOM,IndiGo,89.0,Short,Morning,116.0,Long Term,12346.57,False
B1512,P1922,UK163,2025-12-21 11:37:36.952,PENDING,Active,DEL - HYD,Vistara,102.0,Short,Morning,119.0,Long Term,5747.83,False
B1513,P1424,UK163,2025-06-30 11:37:36.952,CONFIRMED,Active,DEL - HYD,Vistara,102.0,Short,Morning,293.0,Long Term,22716.67,False
B1514,P1071,SJ045,2025-05-07 11:37:36.952,CANCELLED,Cancelled,DEL - MAA,SpiceJet,287.0,Long,Night,347.0,Long Term,,True
B1515,P1987,SJ006,2025-07-06 11:37:36.952,PENDING,Active,HYD - BLR,SpiceJet,32.0,Short,Morning,287.0,Long Term,,True
B1516,P1841,SJ103,2025-08-05 11:37:36.952,CANCELLED,Cancelled,MAA - BLR,SpiceJet,220.0,Medium,Night,257.0,Long Term,3242.75,False
B1517,P1784,6F221,2026-01-16 11:37:36.952,,,MAA - DEL,IndiGo,212.0,Medium,Night,93.0,Long Term,,True
B1518,P1758,SJ147,2026-03-20 11:37:36.952,,,BLR - CCU,SpiceJet,262.0,Long,Night,30.0,Short Term,,True
B1519,P1445,SJ064,2026-03-25 11:37:36.952,PENDING,Active,CCU - DEL,SpiceJet,134.0,Medium,Night,25.0,Short Term,14857.830000000002,False
B1520,P1924,AI028,2026-04-02 11:37:36.952,CONFIRMED,Active,HYD - BOM,Air India,42.0,Short,Morning,17.0,Short Term,14340.74,False
B1521,P1185,AI148,2025-11-08 11:37:36.952,PENDING,Active,HYD - MAA,Air India,171.0,Medium,Night,162.0,Long Term,10629.67,False
B1522,P1069,6F263,2025-08-31 11:37:36.952,CONFIRMED,Active,DEL - HYD,IndiGo,83.0,Short,Morning,231.0,Long Term,,True
B1523,P1973,SJ067,2025-05-19 11:37:36.952,PENDING,Active,MAA - BLR,SpiceJet,59.0,Short,Morning,335.0,Long Term,10733.84,False
B1524,P1149,6F061,2025-06-17 11:37:36.952,PENDING,Active,MAA - BOM,IndiGo,41.0,Short,Morning,306.0,Long Term,9831.83,False
B1525,P1245,AI254,2025-05-29 11:37:36.952,,,CCU - HYD,Air India,200.0,Medium,Night,325.0,Long Term,7869.06,False
B1526,P1773,SJ136,2025-11-15 11:37:36.952,CONFIRMED,Active,HYD - BLR,SpiceJet,139.0,Medium,Night,155.0,Long Term,12889.82,False
B1527,P1537,AI046,2025-07-09 11:37:36.952,PENDING,Active,DEL - BOM,Air India,171.0,Medium,Night,284.0,Long Term,11891.78,False
B1528,P1934,UK174,2026-03-28 11:37:36.952,PENDING,Active,CCU - DEL,Vistara,140.0,Medium,Night,22.0,Short Term,,True
B1529,P1651,6F066,2025-04-30 11:37:36.952,,,BLR - HYD,IndiGo,96.0,Short,Night,354.0,Long Term,,True
B1530,P1098,UK095,2025-12-08 11:37:36.952,,,BOM - MAA,Vistara,134.0,Medium,Night,132.0,Long Term,29065.67,False
B1531,P1909,6F063,2026-04-01 11:37:36.952,PENDING,Active,DEL - HYD,IndiGo,169.0,Medium,Night,18.0,Short Term,23911.21,False
B1532,P1277,UK118,2025-04-22 11:37:36.952,PENDING,Active,HYD - BLR,Vistara,60.0,Short,Night,362.0,Long Term,24295.6,False
B1533,P1562,UK218,2025-09-15 11:37:36.952,PENDING,Active,MAA - BLR,Vistara,250.0,Long,Night,216.0,Long Term,,True
B1534,P1662,UK031,2025-09-11 11:37:36.952,CONFIRMED,Active,CCU - DEL,Vistara,215.0,Medium,Night,220.0,Long Term,12347.23,False
B1535,P1943,UK142,2026-04-02 11:37:36.952,PENDING,Active,BLR - DEL,Vistara,250.0,Long,Night,17.0,Short Term,19520.85,False
B1536,P1454,AI002,2025-06-01 11:37:36.952,,,HYD - BLR,Air India,120.0,Short,Night,322.0,Long Term,6548.99,False
B1537,P1103,UK070,2025-10-08 11:37:36.952,CONFIRMED,Active,BOM - DEL,Vistara,133.0,Medium,Night,193.0,Long Term,9202.57,False
B1538,P1945,SJ121,2026-03-17 11:37:36.952,PENDING,Active,CCU - DEL,SpiceJet,75.0,Short,Night,33.0,Medium Term,,True
B1539,P1600,UK201,2025-06-11 11:37:36.952,CONFIRMED,Active,HYD - BOM,Vistara,133.0,Medium,Night,312.0,Long Term,17509.78,False
